id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	gmon	gcom	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	head	body	foot	misc	pathcost	startdom	inn	F	A	W	E	S	D	N	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	voidsanity	darkvision	blind	animalawe	awe	halt	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	disbel	reform	regeneration	reanimator	barbs	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	sacr	ivylord	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	unique	fixedname	special	nametype	type	typeclass	from	summon	n_summon	autosum	n_autosum	batstartsum1	batstartsum2	domsummon	n_domsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	baseleadership	explodeondeath	startaff	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamiabonus	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	reform	battlesum5	acidsplash	drake	prophetshape	horror	enchrebate50	heroarrivallimit	sailsize	uwdamage	landdamage	test
1599	Machaka Warrior	315							105				1		10010	10	40	1	2	2	10	0	10	10	10	10	10	10	2	3	13				40	0	0	22	50	2	1	1	1	2																																								1																																																																																																																																								u	Unit	Recruitment																										40																																																							
1600	Lion Tribe Warrior	1	21						105				1		10010	10	40	1	2	2	10	0	10	10	10	10	10	10	2	3	13				40	0	0	22	50	2	1	1	1	2																																								1																														1																																																																																																										u	Unit	Recruitment																										40																																																							
1601	Lion Tribe Archer	9	23										1		10010	10	40	1	2	2	10	0	10	8	10	8	8	10	2	3	13				40	0	0	22	50	2	1	1	1	2																																								1																														1																																																																																																										u	Unit	Recruitment																										40																																																							
1602	Lion Tribe Witch Doctor	7											1		10040	40	65	1	2	2	10	0	13	12	10	10	10	10	2	2	13				10	0	0	29	50	2	1	1	1	2										1			10	1	1	13440																								1																																																																																																															-4																									c	Mage	Recruitment																										10																																																							
1603	Human Huskarl	17	21						11	20	2		1		10010	10	40	1	2	2	10	0	10	10	10	10	10	10	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																n/a	Unused																											40																																																							
1604	Human Huskarl	1	21						11	20	2		1		10010	10	40	1	2	2	10	0	10	10	10	10	10	10	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																n/a	Unused																											40																																																							
1605	Herse	8							13	20	2		1		10010	10	40	1	2	2	12	0	11	11	11	11	11	10	3	2	12				60	0	0	22	50	2	1	1	1	2																																																																																																																																																																																c	Commander	Recruitment																										40																																																							
1606	Mage Engineer	637											1		10020	20	135	1	2	2	10	0	15	9	10	8	8	10	3	1	10				10	0	0	60	50	2	1	1	1	2					1		1						100	1	1	3968																																																																																																																																	30	30																														c	Mage	Recruitment																										10																																																							
1607	Yazad	635							75	118	1		1		0	0	0	1	3	2	16	0	14	14	12	13	13	12	1	2	14				80	0	10	114	300	2	1	1	1	2																													1						1														1	1																																		10		5						2																																																																																				u	Unit	Summon																										80																																																							
1608	Bakemono Shaman	7							44				1		10008	10	80	1	2	2	9	0	12	9	9	9	9	10	3	2	10				40	0	0	33	50	2	1	1	1	2												1	100	1	1	5760													1											1	1															40																																	50																																																														-2																								134	c	Mage	Recruitment																										40																																																							
1609	Demon Priest	9											1		10015	19	50	1	2	2	8	0	14	8	9	7	7	10	3	1	8				10	10	0	44	50	2	1	1	1	2												1	10	1	1	5504													1																																																																																																																																																			c	Priest	Recruitment																										10																																																							
1610	Jaguar Tribe Slinger	1	22						105				1		10010	10	40	1	2	2	10	0	10	9	10	10	10	10	3	2	12				40	0	0	22	50	2	1	1	1	2																																								1																																																																																																																																								u	Unit	Recruitment																										40																																																							
1611	Jaguar Tribe Warrior	451	22						104	105	120		1		10010	10	40	1	2	2	10	0	10	10	10	10	10	10	3	1	12				40	0	0	22	50	2	1	1	1	2																																								1																																																																																																																																								u	Unit	Recruitment																										40																																																							
1612	Jaguar Tribe Priest	9											1		10040	50	110	1	2	2	10	0	13	11	10	10	10	10	3	2	12				10	0	0	33	50	2	1	1	1	2										1		1	10	1	1	19072													1											1																																																																																																															-4																									c	Mage	Recruitment																										10																																																							
1613	Toad Tribe Warrior	373							10				1		10012	12	40	1	2	2	12	2	10	9	11	10	9	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																											1			1																																											50																																																																																						117	u	Unit	Recruitment																										40																																																							
1614	Toad Tribe Shaman	671											1		10040	35	95	1	2	2	12	2	13	10	11	10	9	8	3	2	10				40	0	0	55	500	2	1	1	1	2						1							10	1	1	8192													1														1			1																																											50																																																														-4																								117	c	Mage	Recruitment																										40																																																							
1615	Caveman	165											1		10025	27	40	1	3	3	23	2	8	13	17	10	10	9	3	2	14				10	0	0	22	50	2	1	1	1	2																																									1	1																																											5	5			50																																																																																							u	Unit	Recruitment																										10																																																							
1616	Caveman Champion	165							44				1		10025	27	40	1	3	3	26	2	8	14	18	10	10	9	3	2	14				10	0	0	22	50	2	1	1	1	2																																									1	1																																											5	5			50																																																																																							c	Commander	Recruitment																										10																																																							
1617	Seal Hunter	373	452						15	121			1		10010	10	40	1	2	2	12	2	10	10	11	10	9	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																								5			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1618	Angakok	7											2		10040	50	430	1	4	4	27	10	16	13	16	12	8	8	3	2	12				80	0	0	275	500	2	1	1	1	2						3			2			2	100	1	1	5888	10	1	1	5888									1																	1								999	6																							20								5			50																																																																																						141	c	Mage	Recruitment																										80																																																							
1619	Slave Guardian	3							140				1		10009	9	9	1	2	2	12	2	10	7	11	10	9	8	3	2	9				40	0	0	22	500	2	1	1	1	2																																														1																										1																	100																																																																																							u	Unit	Recruitment																										40																																																							
1620	Reef Warrior	31	640						22	25			1		10012	12	12	1	2	2	13	2	10	12	11	11	11	8	3	2	12				40	0	0	22	500	2	1	1	1	2																																														1																																											50																				1																																																																			u	Unit	Recruitment																										40																																																							
1621	Atlantian Infantry	31							22	24	25		1		10010	10	40	1	2	2	12	2	10	10	11	10	9	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																											50																				1																																																																		117	u	Unit	Recruitment																										40																																																							
1622	Coral Guard	46							23	24			1		10015	15	45	1	2	2	14	2	10	13	12	11	10	8	2	1	10				40	0	0	27	500	2	1	1	1	2																																														1																																											50																				1																																																																		117	u	Unit	Recruitment																										40																																																							
1623	Tungalik	7							15	121			1		10010	13	110	1	2	2	12	2	14	10	11	10	9	8	3	2	10				40	0	0	55	500	2	1	1	1	2						1			1			1																	1																	1																																								5			50																																																																																						141	c	Mage	Recruitment																										40																																																							
1624	Tupilak	20	29										1		0	0	0	1	4	4	62	6	13	50	22	12	7	5	0	3	12				40	10	0	187	500	0	0	0	0	2																																1	1													1			1																			1																		15	25							5																																																																																		c	Commander	Summon																										40																																																							
1625	Snow Warrior	611							26	29			1		10010	10	40	1	2	2	12	2	10	10	11	10	9	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																	1							5			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1626	Snow Warrior	454							26	29			1		10010	10	40	1	2	2	12	2	10	10	11	10	9	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																	1							5			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1627	Ice Warrior	611							27	29	28		1		10013	13	40	1	2	2	13	2	10	12	11	11	10	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																	2							8			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1628	Ice Guard	37							27	29	28		1		10016	16	45	1	2	2	15	2	10	13	12	12	11	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																	2							8			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1629	Ice Guard	454							27	29			1		10016	16	45	1	2	2	15	2	10	13	12	12	11	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																	2							8			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1630	Arssartut	455							150	149			1		10018	23	60	1	2	2	16	2	11	14	12	13	12	8	3	2	10				40	0	0	22	500	2	1	1	1	2																													1																	1																																								5			50																																																																																						141	u	Unit	Recruitment																										40																																																							
1631	Tent Owner	1	452						15	121			1		10005	5	25	1	2	2	14	2	10	11	12	11	10	9	3	2	10				10	0	0	22	500	2	1	1	1	2																																														1										40																														5			50																																																																																						141	c	Commander	Recruitment																										10																																																							
1632	Snow Captain	454							26	29			1		10010	10	70	1	2	2	14	2	10	11	12	11	10	8	3	2	10				80	0	0	22	500	2	1	1	1	2																																														1																																	1							5			50																																																																																						141	c	Commander	Recruitment																										80																																																							
1633	Ice Captain	454							27	29			1		10010	10	110	1	2	2	15	2	10	13	12	12	11	8	3	2	10				120	0	0	22	500	2	1	1	1	2																																														1																																	2							8			50																																																																																						141	c	Commander	Recruitment																										120																																																							
1634	Kivigtok	455							150	149			1		0	0	0	1	4	4	20	2	15	15	14	14	12	8	3	2	10		1		120	0	0	22	500	2	1	1	0	2						1			2			1																	1																		1																																							5			50																																																																																				Sialuk	Hero, Atlantis LA	117	c	Hero	Event																										120																																																							
1635	Wet One	373							151	152			1		10009	10	40	1	3	3	18	2	12	10	12	8	8	7	3	2	10				40	0	0	82	400	2	1	1	1	2																																						1								1																						1																					100																																																									2																							1636							u	Unit	Recruitment																										40																															1																								
1636	Wet One	373							151	152			1		10009	10	40	1	3	3	18	2	12	10	12	9	9	7	3	2	14				40	0	0	82	400	2	1	1	1	2																																						1								1																						1																					100																																																									2																						1635								u	Unit	Recruitment																										40																															1																								
1637	Wet One Captain	670							151	152			1		10009	10	40	1	3	3	18	2	12	10	12	8	8	7	3	2	10				60	0	0	82	400	2	1	1	1	2																																						1								1																						1																					100																																																									2																							1638							c	Commander	Recruitment																										40																															1																								
1638	Wet One Captain	670							151	152			1		10009	10	40	1	3	3	18	2	12	10	12	9	9	7	3	2	14				60	0	0	82	400	2	1	1	1	2																																						1								1																						1																					100																																																									2																						1637								c	Commander	Recruitment																										40																															1																								
1639	Cultist	671											1		2	2	2	1	2	2	12	2	13	13	11	9	7	8	3	2	9				40	0	10	33	500	2	1	1	1	2												1	30	1	1	2048													1																	1																																											50																																															50																																								c	Priest	Recruitment																										40																																																							
1640	Cultist	9											1		2	2	2	1	2	2	9	0	14	15	9	7	7	10	3	2	10				40	0	10	33	50	2	1	1	1	2												1	20	1	1	2048													1																																																																																																											10																																								c	Priest	Recruitment																										40																																																							
1641	Tower Knight	4	8	56					18	21	3		1		10030	45	75	20	3	2	12	0	10	14	12	12	12	10	5	2	20		1		40	0	0	22	50	2	1	1	0	2																																																																																																																																																																															102	u	Unit	Recruitment																										40																																																							
1642	Tower Guard	8	25						8	20	3		1		10013	13	40	1	2	2	11	0	10	12	10	11	11	11	3	1	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																	1																														102	u	Unit	Recruitment																										40																																																							
1643	Magister of Theology	9											1		10020	26	60	1	2	2	10	0	13	9	10	8	8	10	4	2	10				10	0	0	44	50	2	1	1	1	2												1																	1	1																																																																																																																																																	102	c	Priest	Recruitment																										10																																																							
1644	Magister	9											1		10050	50	100	1	2	2	10	0	13	9	10	8	8	10	4	2	10				10	0	0	33	50	2	1	1	1	2													50	1	1	1024	50	1	1	256	25	1	1	2048																																40		25																																																																																							15	15						1																						Drain Immune	102	c	Mage	Recruitment																										10																																																							
1645	Judge	9											1		10040	40	70	1	2	2	10	0	10	12	10	8	8	10	3	2	10				40	0	0	33	50	2	1	1	1	2													25	1	1	128	25	1	1	4096																																																																																																																												20								1																						Drain Immune	102	c	Mage	Recruitment																										40																																																							
1646	Magister Arcane	9											1		10030	30	165	1	2	2	10	0	13	11	10	8	8	10	3	1	10				10	0	0	63	50	2	1	1	1	2					2		1	1					50	1	1	3456																																																																																																																																								1																						Drain Immune	102	c	Mage	Recruitment																										10																																																							
1647	Bishop	7											1		10010	13	70	1	2	2	10	0	13	10	10	8	8	10	3	2	10				10	0	0	55	50	2	1	1	1	2												2																	1																																																																																																																																																		102	c	Priest	Recruitment																										10																																																							
1648	Warden	11	25						18	21			1		10020	30	75	1	2	2	13	0	11	14	12	12	12	12	3	1	12				40	0	0	22	50	2	1	1	1	2																													1											1																40																																																																																																																							102	u	Unit	Recruitment																										40																																																							
1649	Scorpion Man	273	144	438	75	456			9				1		0	0	0	1	5	5	42	14	17	15	14	14	12	12	3	3	12	3			80	0	40	381	1000	2	1	0	0	2																													1						1							1																																											15		15							5																																																																																	101	u	Unit	Summon																										80																																																							
1650	Oreiad	92											2		10025	28	415	1	2	2	10	0	18	10	9	10	10	10	2	2	12				10	0	0	783	1000	2	1	1	1	2					2		1			3			100	1	1	9984	10	1	1	9984									1										1		1															60					9			1																												6																																																																																			110	c	Mage	Recruitment																										10																																																							
1651	Jotun Werewolf	20	29										1		10080	80	110	1	4	4	48	9	14	17	25	13	13	5	2	3	18				10	0	0	77	200	2	1	1	1	2																																								1																																														15																					10																																																										1310										115	?	?	?																										10																																																							
1652	Jotun Werewolf	20	29										1		10080	80	110	1	4	4	52	9	14	17	25	13	13	5	2	3	18				10	0	0	77	200	2	1	1	1	2						2					2		100	1	1	29184																								1																																														15																					10																																																									1653											115	?	?	?																										10																														-1																									
1653	Jotun Wolf	20	29										1		10080	80	115	1	4	4	25	9	14	17	23	13	11	5	2	3	28				10	0	0	77	200	0	0	0	0	2						2					2		100	1	1	29184																					1			1																40																														15																					10																																																									553											115	?	?	?																										10																														-2																									
1654	Lictor	554							14				1		10020	26	65	1	2	2	12	0	11	14	11	12	12	10	3	1	12				40	10	0	22	50	2	1	1	1	2																													1																																																																																																																			2																															106	u	Unit	Recruitment																										40																																																							
1655	Censor	554							14				1		10040	50	90	1	2	2	14	0	12	15	12	13	13	10	3	2	12				40	80	0	22	50	2	1	1	1	2																													1																																																																																																																			10																															106	c	Commander	Recruitment																										40																																																							
1656	Smoulderghost	457											1		0	0	0	1	2	2	15	0	14	16	13	11	10	7	0	3	12				10	10	0	370	1000	2	1	1	1	2																																	1									1																										1																	25		25										3															1																																																															101	u	Unit	Summon																										10																																																							
1657	Longdead Triarius	28							30	126	170		1		0	0	0	1	2	2	6	0	10	50	12	12	9	10	0	3	11				40	10	0	187	500	2	1	1	1	2																																1	1														1																				1	1															1			15	25																																																																																									u	Unit	Freespawn																										40																																																							
1658	Longdead Principe	6	21						31	126	170		1		0	0	0	1	2	2	6	0	10	50	11	12	9	10	0	3	11				40	10	0	187	500	2	1	1	1	2																																1	1														1																				1	1															1			15	25																																																																																									u	Unit	Freespawn																										40																																																							
1659	Tomb Chariot	19	10						142	135			1		0	0	0	0	4	2	7	0	11	50	12	12	11	11	0	3	16		1		40	40	0	187	500	2	1	1	0	2																																1	1																																		1	1															1			15	25																												1																																																													u	Unit	Summon																										40																																																							
1660	Reassembled Prince	19	10						142	135			1		0	0	0	0	4	2	45	14	17	30	19	15	13	9	0	3	16		1		120	120	0	346	500	2	1	1	0	2												2																	1			1	1																																1			1						1									1			15	25																												1																																																										Udum'ukinna	Hero, C'tis LA		c	Hero	Event																										120																																																							
1661	Misbred	18											1		10020	20	55	1	3	3	17	6	12	14	15	11	8	7	2	2	10				40	10	0	120 ? 320	250	2	1	1	1	2																																										1							1							40																													25				100								3																																																																														101	u	Unit	Recruitment																										40		75																																																					
1662	Disease Demon	286	286										1		0	0	0	1	3	3	30	6	17	30	14	14	12	12	2	2	12				40	40	0	370	1000	2	1	1	1	2																																		1								1	1						1																			1																			15															4										1																																																															140	c	Commander	Summon																										40																																																							
1663	Harab Seraph	6							148				1		10010	10	75	1	3	2	9	0	14	12	9	8	7	12	4	2	8				10	0	0	37	50	2	1	1	1	2					1				1				100	1	1	5376																																	1																																																																																																																														111	c	Mage	Recruitment																										10																																																							
1664	Monster Fish	461											1		0	0	0	1	6	6	128	12	13	18	25	12	8	5	2	1	16				40	0	0	77	200	0	0	0	0	2																																					1								1																									1																			50					5																																																																																		u	Unit	Summon																										40																																																							
1665	Noble Commander	10							17	118	1		1		10035	50	110	25	4	2	12	5	10	14	11	12	13	10	5	3	16		1		80	0	0	27	50	2	1	1	0	2																																																																																																																			1																																																												121	c	Commander	Recruitment																										80																																																							
1666	Lord Warden	11	25						18	21			1		10020	26	80	1	2	2	14	0	12	15	12	12	12	13	3	1	12				80	0	0	33	50	2	1	1	1	2												1																	1											1																40																																																																																																																							102	c	Commander	Recruitment																										80																																																							
1667	Warlock	9											1		0	0	0	1	2	2	18	0	18	30	13	13	11	11	1	3	10				40	10	0	988	1000	2	1	1	1	2				3				2			4																							1								1																																											25				100								3																																																																			1668									Malphas	Hero, Abysia EA		c	Hero	Event																										40																																																							
1668	Corruptor	166											1		0	0	0	1	3	3	41	9	18	30	15	15	13	13	1	3	12				40	40	0	988	1000	2	1	1	1	2				3				2			4																							1								1							1							40			5	3								1																	15																																			2																																												1667										Hero, Abysia EA		c	Hero	Event																										40																																																							
1669	Sauromatian Amazon	1							7	20	2		1		10013	13	40	1	2	2	10	0	10	12	10	11	11	11	3	2	12				40	0	0	22	50	2	1	1	1	2																																							1																																																																																																																																								135	u	Unit	Recruitment																										40																																																							
1670	Heart Hider	379	24						130	132			1		0	0	0	1	3	3	30	3	13	18	18	14	13	11	2	2	14				80	0	0	42	50	2	1	1	1	2				1					1																																1																								1																								50																																																																																				Yukinaga	Hero, Yomi		c	Hero	Event																										80																																																							
1671	Ghost General	41							130	132			1		0	0	0	1	2	2	25	0	15	18	17	14	16	11	0	3	12				120	120	0	530	1000	2	1	1	1	2									2																								1															1																				1																		25	25							5		3																1																																																													Masatora	Hero, Yomi		c	Hero	Event																										120																																																							
1672	Master of the Shadow Blossom	238											1		0	0	0	1	2	2	15	0	18	8	12	11	11	11	4	1	9				10	80	0	474	350	2	1	1	1	2				1			2		4		1																							1							1																																												15																										1																																																														Kurofumi	Hero, Yomi		c	Hero	Event																										10																																																							
1673	Devourer of Demons	378							129	132			1		0	0	0	1	2	2	18	0	15	15	15	13	13	11	3	2	12				120	80	0	392	1000	2	1	1	1	2				1					1																									1																																								1																																	10																																																																		Tsunekage	Hero, Yomi		c	Hero	Event																										120																																																							
1674	Unwinged	201							75	148	1		1		0	0	0	1	2	2	17	0	15	15	13	14	14	13	3	2	14				120	0	40	275	300	2	1	1	1	2												2																	1						1																																							1										10		5						2																																																																																	Isvat	Hero, Caelum EA		c	Hero	Event																										120																																																							
1675	Agarthan Light Crossbowman	6	463						6	120			1		10010	10	40	1	2	2	10	0	10	10	10	8	8	8	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																									50																																																																																						104	u	Unit	Recruitment																										40																																																							
1676	Agarthan Crossbowman	6	463						8	20			1		10010	10	40	1	2	2	10	0	10	10	10	8	8	8	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																									50																																																																																						104	u	Unit	Recruitment																										40																																																							
1677	Agarthan Heavy Crossbowman	6	463						18	20			1		10010	10	40	1	2	2	10	0	10	10	10	8	8	8	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																									50																																																																																						104	u	Unit	Recruitment																										40																																																							
1678	Ancient Olm	86	597	172									1		0	0	0	1	4	4	38	5	18	12	12	8	8	12	4	2	7				40	0	40	660	2000	2	0	0	0	2						3	3																						1																	1																						1																		5	15			1																																												10																																							Deepthought	Hero, Agartha		c	Hero	Event																										40																																																							
1679	Serf Warrior	1							10	2			1		10008	8	35	1	2	2	10	0	10	8	10	9	9	10	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																u	Unit	Recruitment																										40																																																							
1680	Scout	671											1		10010	20	20	1	2	2	12	3	10	10	11	10	9	8	3	2	10				0	0	0	55	500	2	1	1	1	2																																														1										50																																	50																																																																																						117	c	Scout	Recruitment																										0																																																							
1681	Atlantian Spearman	373							151				1		10010	10	10	1	2	2	12	3	10	10	11	10	9	8	3	2	10				40	0	0	22	500	2	1	1	1	2																																														1																																											50																																																																																						117	u	Unit	Recruitment																										40																																																							
1682	Reef Dweller	31							22	25			1		10010	10	10	1	2	2	12	2	10	10	11	10	9	8	3	2	12				40	0	0	22	500	2	1	1	1	2																																														1																																											50																				1																																																																		117	u	Unit	Recruitment																										40																																																							
1683	Shambler	29	29										1		10020	25	25	1	3	3	22	7	10	11	15	10	9	8	3	2	11				40	0	0	165	500	2	1	1	1	2																																														1																																											50																																																																																						117	u	Unit	Recruitment																										40																																																							
1684	War Shambler	373							151	25			1		10025	30	30	1	3	3	22	7	10	13	15	10	9	8	3	2	11				40	0	0	165	500	2	1	1	1	2																																														1																																											50																																																																																						117	u	Unit	Recruitment																										40																																																							
1685	Coral Guard	46							23	24	25		1		10030	40	40	1	3	3	24	7	10	14	15	11	10	8	3	1	11				40	0	0	220	500	2	1	1	1	2																																														1																																											50																				1																																																																		117	u	Unit	Recruitment																										40																																																							
1686	Deep One	29	20										1		10010	10	10	1	2	2	14	4	8	12	12	10	8	7	3	1	9				40	0	0	22	500	2	1	1	1	2																																														1																																							5	5			100																																																																																						117	u	Unit	Recruitment																										40																																																							
1687	Deep One Spearman	464	20										1		10010	10	10	1	2	2	14	4	8	12	12	10	8	7	3	2	9				40	0	0	22	500	2	1	1	1	2																																														1																																							5	5			100																																																																																						117	u	Unit	Recruitment																										40																																																							
1688	Shambler of the Deep	29	29	20									1		10020	25	25	1	3	3	26	9	7	13	16	10	8	8	3	2	12				40	0	0	165	500	2	1	1	1	2																																														1																																							5	5			100																																																																																						117	u	Unit	Recruitment																										40																																																							
1689	Warrior of the Deep	464	20						25				1		10025	30	30	1	3	3	27	9	7	13	17	10	8	8	3	2	12				40	0	0	165	500	2	1	1	1	2																																														1																																							5	5			100																																																																																						117	u	Unit	Recruitment																										40																																																							
1690	Living Pillar	464	20						153	25			1		10030	45		1	3	3	31	9	8	15	18	11	8	8	3	1	12				40	0	0	165	500	2	1	1	1	2																													1																	1																																							5	5			100																																																								2																														117	u	Unit	Recruitment																										40																																																							
1691	Mind Lord	269	274	85	85								1		0	0	0	1	6	6	99	2	20	12	15	10	10	10	4	2	5				40	0	120	1980	3000	0	0	0	0	2						4		4																											1										1																																											15	100																																																																																				Auluudh	Hero, R'lyeh EA		c	Hero	Event																										40																															4																								
1692	Mage of the Deep	7							24				1		10020	250	250	1	3	3	20	7	14	11	14	9	8	8	3	2	11				10	0	0	220	500	2	1	1	1	2						2							100	1	1	3712	100	1	1	1664																										1																																10											50																																																																																						117	c	Mage	Recruitment																										10																																																							
1693	Mother of the Deep	12							24				1		10020	30	100	1	3	3	22	7	13	13	14	9	8	8	3	2	11				40	0	0	220	500	2	1	1	1	2												2																	1										1							1																																											50																																																																																						117	c	Priest	Recruitment																										40																																																							
1694	Coral Priest	32							24				1		10010	13	40	1	2	2	12	2	12	10	11	10	9	8	3	2	10				10	0	0	55	500	2	1	1	1	2												1																	1																	1																																											50																																																																																						117	c	Priest	Recruitment																										10																																																							
1695	Basalt Queen	465	20										2		10090	120	325	1	5	5	48	14	15	16	20	12	7	8	3	2	12				160	0	0	385	500	2	1	1	1	2												3																	1										1							1																																							5	5			100					5																																																																																	117	c	Priest	Recruitment																										160																																																							
1696	Merman Priest	92											1		10010	13	45	1	2	2	10	1	14	8	10	8	8	9	3	1	20				10	0	0	33	50	2	1	1	0	2												1																	1																	1																																																																																																																										1697								c	Priest	Recruitment																										10																																																							
1697	Merman Priest	92											1		10010	13	45	1	2	2	10	1	14	8	10	8	7	9	3	2	9				10	0	0	33	50	2	1	1	1	2												1																	1																		1																																																																																																																										1696							c	Priest	Recruitment																										10																																																							
1698	Anathemant Salamander	9											1		10020	26	175	1	2	2	14	0	15	13	13	10	9	9	2	2	9				40	0	0	28	35	2	1	1	1	2				2								1																	1													1																																											25				50								3																																																																															c	Mage	Recruitment																										40																																																							
1699	Anathemant Dragon	12											1		10020	26	265	1	2	2	13	0	17	15	13	11	10	10	2	2	9				40	0	0	35	35	2	1	1	1	2				3								2																	1													1																																											25				50								3																																																																															c	Mage	Recruitment																										40																																																							
1700	Shambler Chief	45											1		10020	45	45	1	3	3	22	7	10	11	15	10	9	8	3	2	11				60	0	0	165	500	2	1	1	1	2																																														1																																											50																																																																																						117	c	Commander	Recruitment																										40																																																							
1701	Coral Commander	46							23	24	25		1		10020	70	70	1	3	3	25	7	10	15	15	12	11	8	3	1	11				80	0	0	220	500	2	1	1	1	2																																														1																																											50																				1																																																																		117	c	Commander	Recruitment																										80																																																							
1702	Basalt King	7											2		10090	120	445	1	5	5	51	13	17	14	21	12	7	8	3	2	12				10	0	0	385	500	2	1	1	1	2				1		2	3						100	1	1	1664	10	1	1	1664									1																	1																																							5	5			100					5																																				10																																													117	c	Mage	Recruitment																										10																																																							
1703	Mournful	5							150	149	25		1		10025	30	30	1	3	3	20	6	10	9	14	10	9	8	3	2	11				40	0	0	165	500	2	1	1	1	2																																														1																																											50																																																																																						141	u	Unit	Recruitment																										40																																																							
1704	Centaur Warrior	357	55						103	2	119		1		10035	35	70	1	3	2	22	3	13	12	14	10	14	12	3	3	30				40	0	0	37	90	2	1	1	0	2																																								1																40								1																															3																																																																																	u	Unit	Recruitment																										40																																																							
1705	Great Ape	92	360										1		0	0	0	1	3	3	18	3	8	12	15	11	9	9	3	2	10				40	0	0	20	45	2	1	1	1	2																																					1			1																																																																																																																																						Hero, Machaka	126	h	Hero	Event																										40																																																							
1706	Ape Oracle	12	360										1		0	0	0	1	3	3	16	3	10	10	14	11	10	9	3	2	10				10	0	0	27	45	2	1	1	1	2										1																											1		1	1																																																																																														5	5																																						Mchumba	Hero, Machaka		h	Hero	Event																										10																																																							
1707	Raptorian Militia	1							10				1		10008	10	40	1	3	2	11	0	10	9	10	9	8	10	4	2	9				40	0	0	22	50	2	1	1	1	2																																																	1																																																																																																																															u	Unit	Recruitment																										40																																																							
