id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	description	test
519	Ice Shield	1	2	2	1	-1	0	1137	1	0	20	0	0	The mage transforms the water around him into a shield of ice that protects him from harm. The shield will randomly block every other attack against his person.	
520	Resist Lightning	1	2	3	1	-1	0	1138	1	0	10	0	0	This spell makes the caster highly resistant to thunder and lightning.	
521	Alchemical Transmutation	1	2	3	1	-1	0	1139	1	0	0	1	0	The alchemist transmutes base metals into precious ones. The process is time consuming and requires the alchemist to use earth gems. Every extra gem spent gives the alchemist several pounds of gold. Skilled mages produce even more gold.	
522	Stoneskin	1	2	3	1	-1	0	1140	1	0	10	0	0	The skin of the caster is transformed into a rough, stone-like hide. As a side effect the target will take additional damage from cold.	
523	Armor of Achilles	1	2	3	1	-1	0	1141	1	3	40	0	0	Totally destroys the target's armor. This spell does not affect magical armor.	
524	Earth Meld	1	2	3	2	-1	0	1142	1	3	60	0	0	The targeted soldiers start to sink into the ground. Affected troops must struggle to free themselves from the ground. During the struggle, they are unable to move or attack.	
525	Cheat Fate	1	2	4	1	-1	0	1143	1	0	20	0	0	The caster changes the future fates of a few soldiers. Cheat Fate negates the first successful strike against the one protected by this spell.	
526	Weakness	1	2	5	1	-1	0	1144	1	3	20	0	0	The mage damages the life force of the target making it weaker for the remainder of the battle.	
527	Enlarge	1	2	6	2	-1	0	1145	1	0	20	0	0	A few soldiers are magically enlarged for the duration of the battle. Enlarged soldiers get increased size, hitpoints and strength.	
528	Immolation	1	3	0	2	-1	0	1146	1	0	20	0	0	The caster bursts into white-hot flames, badly burning everyone within range. Armor offers little protection against the flames. The spell will consume the caster if he is unprotected.	
529	Inner Sun	1	3	0	1	4	1	1147	1	0	0	1	0	This spell provides a mage a way to retaliate when attacked by undead warriors. When the mage is slain, a shower of light will shoot forth from the body and burn all undead beings in the vicinity. The Inner Sun spell is a ritual and will last until the mage is killed.	
530	Mistform	1	3	1	2	-1	0	1148	1	0	10	0	0	The mage's body becomes mist. Striking the mist that makes up the mage's body causes the mage very little damage. The mistform will end if the mage gets hit exceptionally hard or by a magical weapon.	
531	Ghost Wolves	1	3	1	3	-1	0	1149	2	0	10	0	0	The illusionist creates two phantasmal wolves that attack the enemy.	
532	Numbness	1	3	2	2	-1	0	1150	1	100	20	0	0	The caster freezes his enemies. Frozen units are slowed and suffer from fatigue each turn.	
533	Ironskin	1	3	3	1	-1	0	1151	1	0	20	0	0	The skin of the caster is transformed into a hard, metallic hide. As a side effect the target will take additional damage from lightning.	
534	Protection	1	3	6	1	-1	0	1152	1	100	20	0	0	This spell works just like the Barkskin spell, except that it affects all units in an area and can be cast from long distance.	
535	Mossbody	1	3	6	1	2	1	1153	1	0	20	0	0	The caster covers the body of a small number of troops in a magical moss. The moss has a large chance of providing an extra layer of protection against any attack. If the moss fails to nullify the damage, it will burst in a cloud of poison and the protective effect will be over.	
536	Luck	1	3	4	1	-1	0	1154	1	2	20	0	0	The caster changes the future fates of some soldiers close by. Those affected have a very good chance of escaping blows or magic that would otherwise have killed them. Luck does not affect undead or inanimate creatures as they are dead already.	
537	Breath of the Desert	1	4	0	3	1	1	1155	1	0	0	5	0	The caster curses a distant province with a dramatic rise in temperature. The mage can target any province of his choice and those affected will not know who has cast this spell upon them.	
538	Wind Guide	1	4	1	2	-1	0	1156	1	0	0	1	0	Makes all friendly units shoot more accurately.	
539	Liquid Body	1	4	2	1	-1	0	1157	1	0	20	0	0	The caster transforms himself into a semi-liquid being. He becomes very difficult to harm by physical means and wounds will rarely become permanent afflictions. As a by-effect the caster will lose some strength and movement speed.	
540	Quickness	1	4	2	2	-1	0	1158	1	1	20	0	0	Quickness increases the speed of a small number of units and enhances their ability to dodge and evade incoming attacks. The quickened ones can act twice every turn, but quickened spell casters still cannot cast more than one spell per combat round.	
541	Encase in Ice	1	4	2	2	-1	0	1159	1	100	20	0	0	The caster transforms the water surrounding some enemies into ice. The encased targets are protected from strikes, but must break free to be able to move or defend themselves. While encased they will become chilled and numbed and suffer fatigue.	
542	Wolven Winter	1	4	2	3	-1	0	1160	1	0	0	5	0	The caster curses a distant province with a dramatic fall in temperature. The mage can target any province of his choice and those affected will not know who has cast this spell upon them.	
543	Temper Flesh	1	4	3	1	-1	0	1161	1	0	20	0	0	The flesh of the caster is tempered with earth magic and made highly resistant to physical damage as well as fire.	
544	Destruction	1	4	3	3	-1	0	1162	1	3	40	0	0	The armor of several soldiers is destroyed and falls to the ground in useless heaps. Magical armor is not affected.	
545	Curse of Stones	1	4	3	3	-1	0	1163	1	0	0	3	0	The affected enemy units are burdened by the weight of this Earth spell. Each step will exhaust the victims and fighting can prove disastrous even for lightly armed soldiers.	
546	Blight	1	4	3	2	5	1	1164	1	0	0	5	0	The caster unleashes a blight upon a distant province. Five percent of the population will die, unrest increases and eighty pounds of gold must be used to feed the starving.	
547	Arouse Hunger	1	4	5	3	-1	0	1165	3000	0	0	5	0	The necromancer curses ten beings in a far away province with undeath. The victims will become ghouls that serve the necromancer.	
548	Elemental Fortitude	1	4	6	1	-1	0	1166	1	0	10	0	0	Increases resistance to fire, cold and lightning.	
549	Swarm	1	4	6	1	-1	0	1167	2018	0	0	1	0	The caster summons and transforms several dragonflies. The enlarged insects aren't very dangerous, but will surely disturb those they attack. If cast under water shrimps will appear instead.	
550	Body Ethereal	1	4	4	1	-1	0	1168	1	0	30	0	0	The target's body becomes hazy and transparent. The target can pass through obstacles and non-magical weapons usually just pass through his body without harming it.	
551	Stygian Skin	1	4	5	1	2	1	1169	1	0	20	0	0	The caster drenches his skin in stygian water, making him almost impervious to physical damage. Only living beings are affected by this spell.	
552	Shrink	1	4	6	2	-1	0	1170	1	0	20	0	0	A few soldiers are shrunk for the rest of their lives. Shrunk beings have reduced size, strength and hit points. As a side effect defence is increased.	
553	Transmute Fire	1	5	0	2	-1	0	1171	1	0	0	1	0	The alchemist transmutes fire gems into gold. Every extra gem spent gives the alchemist several pounds of gold. Skilled mages produce even more gold.	
554	Cold Resistance	1	5	0	3	-1	0	1172	1	0	0	1	0	This spell makes units highly resistant to cold. It also reduces the chill effect caused by some undead beings.	
555	Incinerate	1	5	0	3	-1	0	1173	1	100	20	0	0	A single target is consumed by flames from the inside. Armor does not protect against this spell. It can target victims over long distances and it is one of the very few Fire spells that can be used underwater.	
556	Solar Eclipse	1	5	0	3	4	1	1174	1	0	0	1	0	The spell will blot out the sun, but only for a little while and in a limited area. It is enough to make a battlefield as dark as the night and will impair all units without darkvision.	
557	Phantasmal Army	1	5	1	4	-1	0	1175	5005	0	0	1	0	The illusionist creates a whole army of phantasmal warriors. The phantasms attack the enemy, but will sometimes move in unpredictable ways.	
558	Fire Resistance	1	5	2	3	-1	0	1176	1	0	0	1	0	This spell makes units highly resistant to fire and flames. It also reduces the heat effect from hot creatures, such as Abysians and Salamanders.	
559	Bone Melter	1	5	2	3	6	2	1177	1	3	20	0	0	When affected by this spell, the targets will melt, dissolving instantly, resulting in a quick and certain death. Ethereal units are nearly immune to this spell.	
560	Lightning Resistance	1	5	3	3	-1	0	1178	1	0	0	1	0	This spell makes units resistant to the damage and stun effects caused by lightning.	
561	Maws of the Earth	1	5	3	3	-1	0	1179	1	3	0	1	100	The earth cringes and heaves and a great maw with teeth of rock opens and swallows those unfortunate to be standing in the area. Those who survive will be partially buried in the ground and immobilized.	
562	Iron Warriors	1	5	3	2	-1	0	1180	1	2	40	0	0	The skins of some soldiers are transformed into hard, metallic hides. These hides give a basic Protection of 20, or increase Protection by 3 if it is already 20 or above.	
563	Shatter	1	5	3	3	-1	0	1181	1	100	20	0	43	This spell shatters metal and stone, wood and bone. Constructs and other lifeless beings targeted by the spell will take tremendous damage, but it has no effect against living beings.	
564	Baleful Star	1	5	4	3	-1	0	1182	1	0	0	7	0	The caster invokes the great Maleficent and forces the evil star to take a conjunctive position in the heavens above one province, causing unfortunate events and evil deeds to occur. Anyone exposed to the evil star risks getting cursed for the rest of his life.	
565	Enfeeble	1	5	5	2	-1	0	1183	1	3	0	1	0	The mage damages the life force of the targets making them weaker for the remainder of the battle.	
566	Invulnerability	1	5	5	3	-1	0	1184	1	0	20	0	0	The flesh of the caster is made almost invulnerable from normal weapons. Only magic weapons or strikes from mighty giants will be able to harm the invulnerable one.	
567	Drain Life	1	5	5	4	-1	0	1185	1	100	10	0	0	The caster drains life force from the target, adding it to his own health and endurance.	
568	Wooden Warriors	1	5	6	2	-1	0	1186	1	0	50	0	0	The mage transforms the skin of a group of soldiers into a rough protective bark. The bark offers much improved protection compared to a normal human's skin, but it won't help a thick-hided creature much.	
569	Mother Oak	1	5	6	5	-1	0	1187	1	0	0	50	0	The oldest and mightiest of all oaks in the realm is enchanted to become the greatest oak there ever was. The Mother Oak produces magical acorns that can be harvested and made into Nature gems. The enchantment lasts until someone dispels it or the caster dies.	
570	Blindness	1	6	0	1	-1	0	1188	1	100	20	0	0	A very bright light flashes in the target's eyes. The target will be permanently blinded unless the spell is resisted.	
571	Boil	1	6	0	3	2	1	1189	1	100	20	0	0	This spell heats up a large underwater area to the point of boiling. This spell can only be cast underwater.	
572	False Horror	1	6	1	3	-1	0	1190	1	0	10	0	0	The illusionist creates a frightening illusion of a Horror.  Ordinary men will surely falter at the sight of a Horror, but those brave enough to fight the apparition will find it quite vulnerable.	
573	Frozen Heart	1	6	2	1	-1	0	1191	1	100	20	0	0	The victim's heart is instantly frozen.	
574	Wave Warriors	1	6	2	3	-1	0	1192	1	0	0	1	0	The caster transforms a handful of soldiers into semi-liquid beings. The transformed soldiers become very difficult to harm by physical means and wounds will rarely become permanent afflictions. As a by-effect the affected soldiers will lose some strength and movement speed.	
575	Manifest Vitriol	1	6	2	2	0	1	1193	1	0	0	2	0	The alchemist conjures a manifestation of the alchemical principle of vitriol. It appears as a large, green, ethereal lion, whose breath will destroy all metals but gold. It is a magical, mindless being that must be commanded by a mage.	
576	Earth Gem Alchemy	1	6	3	2	-1	0	1194	1	0	0	1	0	The alchemist transmutes earth gems into precious metals. Every extra gem spent gives the alchemist several pounds of gold. Skilled mages produce even more gold.	
577	Iron Bane	1	6	3	3	-1	0	1195	1	0	0	1	0	The armor of all soldiers on the battlefield will rust and become weakened.  Weakened armor can be destroyed by a hard blow from a weapon.  Magical armor is not affected.	
578	Petrify	1	6	3	5	-1	0	1196	1	100	40	0	58	The caster transforms some targets permanently into stone. If the targets resist, they still get paralyzed for a short time.	
579	Iron Pigs	1	6	3	3	6	1	1197	7	0	0	10	0	The caster transforms seven ordinary boars into beings of flesh and steel. People do not like to be permanently transformed and would probably revolt against masters that tried to curse them with iron bodies. Pigs, on the other hand, are not bothered, or at least they don't complain. Pigs are also preferred to dogs, as they have the size and strength to trample human-sized opponents. The transformation does not make the pigs braver.	
580	Control	1	6	4	3	-1	0	1198	1	100	0	1	0	The caster alters the magical bonds of a magical being, making it serve him instead of its creator.	
581	Battle Fortune	1	6	4	3	-1	0	1199	1	5	0	1	0	The caster changes the fates of soldiers in battle. Several friendly units receive unnatural luck for the rest of the battle. A lucky unit has a very good chance of just escaping an otherwise deadly blow or spell. Luck does not affect undead or inanimate creatures as they are dead already.	
582	Skeletal Legion	1	6	5	4	-1	0	1200	1	0	0	1	101	The caster transforms an entire army into skeletal beings, making them highly resistant to piercing attacks. The transformation can be harmful and the transformed soldiers might get diseased by the spell. High magic resistance will protect the affected soldiers from the disease. The caster is exempt from the effects of the spell	
583	Soul Vortex	1	6	5	3	-1	0	1201	1	0	40	0	0	Anyone close to the necromancer will have his life force drained from him.  The life force will be used by the necromancer to restore his own health and endurance.	
584	Darkness	1	6	5	4	-1	0	1202	1	0	0	4	0	The battlefield is covered in a darkness strong enough to render torches almost useless. Living beings will stumble and have great difficulty fighting or shooting in the darkness. Undead, Demons and blind beings are unaffected by this spell. The darkness ends if the caster dies.	
585	Army of Giants	1	6	6	3	-1	0	1203	1	0	0	1	0	A large number of soldiers are magically enlarged for the duration of the battle. Enlarged soldiers get increased size, hitpoints and strength.	
586	Phoenix Pyre	1	7	0	2	-1	0	1204	1	0	20	0	0	This spell gives the mage limited immortality. When the mage is slain, he will explode in a cloud of fire and reappear somewhere else on the battlefield. The spell lasts for the entire battle, no matter how many times the mage is killed. However, being killed is exhausting and the spell will not work while the mage is unconscious.	
587	Phantasmal Attack	1	7	1	4	-1	0	1205	5005	0	0	8	0	The mage projects an illusionary army at a province far away. The mage is able to guide the army into killing any enemies located there.  The illusionary army will dissolve once the attack has been completed or if there are no enemies in the targeted province.	
588	Fog Warriors	1	7	1	5	-1	0	1206	1	0	0	3	0	The bodies of all friendly troops become misty and almost impossible to damage. A unit's mistform will end if it is hit by an exceptionally hard blow or by a magic weapon.	
589	Liquify	1	8	2	4	-1	0	1207	1	100	20	0	103	The targets are turned into pools of liquid flesh, causing instant death. If a target resists the spell he is only partially liquified and will probably become permanently crippled.	
590	Prison of Sedna	1	7	2	3	-1	0	1208	1	100	0	1	0	The caster transforms the water surrounding the enemies into ice. The encased targets are protected from strikes, but must break free to be able to move or defend themselves. While encased they will become chilled and numbed and suffer fatigue.	
591	Sea of Ice	1	7	2	6	-1	0	1209	1	0	0	80	0	All lakes, seas and rivers in the world are frozen by this powerful enchantment.  This makes travel between land and sea impossible, except by magical means such as teleportation. The frozen seas also stop Vanheim and other seafaring nations from sailing. The enchantment lasts until someone dispels it or the caster dies.	
592	Marble Warriors	1	7	3	3	-1	0	1210	1	0	0	1	0	The caster transforms the skin of his friends into a hard marble-like hide. The warriors become marble white and almost impossible to damage.	
593	Iron Walls	1	7	3	5	-1	0	1211	1	0	0	10	0	The caster transforms the stone walls of a castle into iron walls, effectively increasing the Defence by 1000 points. The alteration lasts longer if additional gems are used in the ritual. The enchantment will end if the caster is killed.	
594	Doom	1	7	4	4	-1	0	1212	1	0	0	1	0	This spell curses all enemy units on the battlefield. Cursed units have bad luck in combat. A curse can never be removed.	
595	Bone Grinding	1	7	5	7	-1	0	1213	1	0	0	1	109	With a horrible grinding noise, all units on the battlefield fall to the ground as their bones crack and break. Strong victims might get away with a broken bone, more unfortunate ones will become crippled for life. Ethereal beings are rarely hurt by the spell.	
596	Curse of the Frog Prince	1	7	6	2	-1	0	1214	1	100	20	0	0	The victim is cursed with the form of a frog for the rest of his life.	
597	Creeping Doom	1	7	6	3	-1	0	1215	5055	0	0	1	0	This spell enlarges a number of insects to enormous proportions. The insects will aid the caster by attacking or at least disturb his enemies.	
598	Transformation	1	6	6	2	-1	0	1216	1	0	0	8	0	The caster is transformed into a random monster. This is not without risk, however, as the caster's mind and body may be damaged in the process.	
599	Mass Protection	1	7	6	3	-1	0	1217	1	0	0	1	0	This powerful spell gives Barkskin to all friendly units on the entire battlefield.	
600	Conflagration	1	8	0	2	-1	0	1218	1	100	20	0	0	Several enemies are set ablaze. The spell ignores enemy armor, but it is not always strong enough to kill the victims. Also, rain or snow will put the flames out very quickly.	
601	Warriors of Muspelheim	1	8	0	4	-1	0	1219	1	0	0	2	0	This spell transforms the caster's entire army into a legion of red-hued apparitions. All beings in the army become hot to the touch and highly resistant to cold. The transformation also protects from the chill effects of some creatures, such as Wights and Winter Wolves.	
602	Fata Morgana	1	8	1	7	-1	0	1220	1	0	0	90	0	Under the fata morgana life seems much easier and everyone is happy. Phantasmal Warriors will assist the local defence in defending the province against invaders and enemy scouts will be fooled by illusionary armies. All provinces in friendly dominion will be affected by the fata morgana. The enchantment lasts until it is dispelled or the caster dies.	
603	Quickening	1	8	2	2	-1	0	1221	1	0	0	1	0	This spells grants quickness to a large number of units. Quickness increases the speed and ability to dodge of the quickened one. A quickened person can act twice every turn, but quickened spell casters still cannot cast more than one spell per combat round.	
604	Warriors of Niefelheim	1	8	2	4	-1	0	1222	1	0	0	2	0	This spell transforms the caster's entire army into a legion of half-frozen apparitions. All beings in the army become pale and cold to the touch. The half-frozen warriors are highly resistant heat and flames. It also reduces the heat effects from fiery creatures, such as Abysians and Salamanders.	
605	Wizard's Tower	1	8	3	4	-1	0	1223	1	0	0	50	0	The caster raises a mighty stone castle from the ground. The castle can only be raised in a friendly province.	
606	Crumble	1	6	3	5	-1	0	1224	1	0	0	20	0	The caster unleashes great power upon a besieged castle. The walls of the castle will fall apart and debris will crash down upon the unwary defenders. The walls will take 250 points of damage, or more, if the caster is exceptionally powerful. Each skill level beyond five reduces the Defence value of the fortress by 25 additional points.	
607	Ground Army	1	8	3	4	-1	0	1225	1	0	0	2	0	This spell makes the entire army highly resistant to lightning and thunder.	
608	Will of the Fates	1	8	4	4	-1	0	1226	1	0	0	4	0	The caster alters the fate of an entire battle. All friendly units receive unnatural luck for the rest of the battle. A lucky unit has a very good chance of just escaping an otherwise deadly blow or spell. Luck does not affect undead or inanimate creatures as they are dead already.	
609	Disintegrate	1	8	5	2	-1	0	1227	1	100	10	0	0	The necromancer points a bony finger at a target, who instantly turns to dust.	
610	Stygian Rains	2	7	5	3	2	2	1228	1	0	0	2	79	The caster channels the forces of the underworld and releases a torrent of stygian rains upon the battlefield. The stygian water transforms the skin of all living entities making them almost impervious to physical damage.	
611	Polymorph	1	8	6	3	-1	0	1229	1	5	0	2	0	The caster transforms his enemies into swine.	
612	Army of Gold	1	9	3	5	-1	0	1230	1	0	0	3	0	An entire army is physically altered into beings with golden skin. The golden warriors can withstand severe punishment and are resistant to heat and flames.	
613	Army of Lead	1	9	3	5	-1	0	1231	1	0	0	3	0	An entire army is physically altered into beings with leaden skin. The leaden warriors can withstand severe punishment and are very difficult to affect with magic.	
614	Arcane Domination	1	9	4	7	-1	0	1232	1	0	0	7	0	The caster alters the magical bonds of all magical beings on the battlefield, making them serve him instead of their creators.	
615	Wish	1	9	4	9	-1	0	1233	1	0	0	100	0	This ritual taps the primal powers from beyond the Spheres. By projection of his own will upon the Principle of Beginning, the caster can affect the very processes of creation and receive an answer to his wish. There are many things to wish for, but the outcome is not always good. If you want something good and safe, you can try wishing for an artifact or magic gems.	
616	Utterdark	1	9	5	9	-1	0	1234	1	0	0	100	0	The world is covered by a blanket of utter darkness. All living beings must use torches to see even a few feet in front of themselves.  Undead, Demons and blind beings are unaffected by the darkness. All provinces except caves and deep seas have their income and resources reduced by 90 percent. During the perpetual night, forces of darkness and roaming shades will attack enemy provinces. The spell lasts until someone dispels it or the caster dies.	
617	Army of Rats	1	9	6	7	-1	0	1235	1	0	0	5	104	The entire enemy army takes on the aspect of the rat and becomes small and nervous for the rest of their lives. Those affected have their  size, strength, hit points and morale reduced. As a side effect defence is increased.	
618	Tangle Vines	0	1	6	1	-1	0	1236	1	2	20	0	0	Vines will ensnare anyone in the targeted area. The ensnared victims cannot move or attack anyone until they have destroyed the vines holding them. The stronger a victim is, the faster the vines will be destroyed and the more fertile the province is, the stronger the vines will be.	
619	Summon Animals	0	1	6	2	-1	0	1237	2011	0	0	10	0	The caster summons several animals and binds them to his service. Different animals answer the call in different terrains.	
620	Summon Sea Dogs	0	1	6	1	2	1	1238	1004	0	0	3	0	Life underneath the waves corresponds in many ways to that on dry land. The Sea Dog is a dog with webbed feet and fish scales instead of fur. Sea Dogs are amphibious and roam the shorelines at night.	
621	Summon Crocodiles	0	1	6	1	2	1	1239	1004	0	0	4	0	This ritual summons a few crocodiles and have them assist in battles. Crocodiles are not well suited to fight against humans, but their bite can still be deadly for soldiers who are neither well armored nor fast enough to evade.	
622	Spirit Curse	0	1	5	1	-1	0	1240	1	100	0	1	0	The caster summons a malign spirit from the underworld and coerces it to curse an enemy. In return, it is set free to wreak havoc on the living. The spirit never joins battle.	
623	Black Servant	0	1	5	2	-1	0	1241	1	0	0	5	0	The Black Servant is a creature made out of solid darkness. It is stealthy and is often used to scout enemy provinces.	
624	Summon Fire Ants	0	2	0	2	6	1	1242	2006	0	0	10	0	This ritual summons a bunch of extremely large fire ants. The ants are larger than horses and a lot more dangerous. Unfortunately they are also dumber than horses and need a mage to control them in order to be useful.	
625	Summon Storm Power	0	2	1	1	-1	0	1243	1	0	10	0	0	During a storm, this spell can be used to channel the power of the storm through the mage. This enables the mage to cast more powerful Air magic spells (Air magic bonus: 1). This spell only works during a storm.	
626	Summon Water Power	0	2	2	1	-1	0	1244	1	0	20	0	0	The mage gathers power from the surrounding water to enable him to cast more powerful Water magic spells (Water magic bonus: 1). This spell can only be cast underwater.	
627	Summon Ogres	0	2	3	1	-1	0	1245	1004	0	0	10	0	The caster summons a group of Ogres and convinces them to serve. Ogres are large, strong and stupid humanoids that find humans delicious.	
628	Summon Shades	0	2	5	2	-1	0	1246	1003	0	0	8	0	The caster summons four Shades to serve him. Shades are dark spirits from the Shade Lands between the land of the living and the Underworld. They are ethereal and able to drain the strength of living beings.	
629	Summon Killer Mantis	0	2	6	2	-1	0	1247	1003	0	0	8	0	This ritual summons a bunch of giant killer mantis. These beasts are as large as fully grown moose and they are well equipped to kill with their amazing speed and sharp claws. In addition to being dangerous, they are also very stupid and need a mage in order to control them.	
630	Pack of Wolves	0	2	6	1	-1	0	1248	2008	0	0	2	0	The caster summons a pack of ferocious wolves and binds them to service.	
631	Summon Horned Serpents	0	2	6	1	-1	0	1249	1004	0	0	4	0	The mage summons and binds several large, venomous serpents.	
632	Phoenix Power	0	3	0	2	-1	0	1250	1	0	20	0	19	This spell enables the mage to cast more powerful Fire spells (Fire magic bonus: 1) and also grants him resistance to fire.	
633	Summon Lesser Fire Elemental	0	3	0	1	-1	0	1251	1	0	0	1	0	The caster summons a Lesser Fire Elemental to aid him in a battle.  Fire Elementals are difficult to harm and dangerous to be near.  Elementals shrink when they are hit by powerful strikes.	
634	Bind Scorpion Beast	0	3	0	1	3	1	1252	1	0	0	2	0	The caster summons and binds a huge scorpion. The Scorpion Beast has a mighty stinger, which is poisonous and can pierce even the thickest armor.	
635	Summon Lesser Air Elemental	0	3	1	1	-1	0	1253	1	0	0	1	0	The caster summons a Lesser Air Elemental to aid him in battle. Air Elementals can fly and can send enemies flying through the air. They are very difficult to harm. Elementals shrink when they are hit by powerful strikes.	
636	Call of the Winds	0	3	1	2	-1	0	1254	40	0	0	10	0	Summons a Great Hawk, along with a large flock of Black Hawks, in a province far away.  Great Hawks are intelligent and can command troops.	
637	Summon Amphiptere	0	3	1	2	6	1	1255	1	0	0	5	0	The caster summons an Amphiptere. The Amphiptere is a winged serpent almost the size of an elephant. It can fly and its breath is poisonous.	
638	Summon Lesser Water Elemental	0	3	2	1	-1	0	1256	1	0	0	1	0	The caster summons a Lesser Water Elemental to aid him in battle. Water Elementals are quick and crush enemies regardless of their armor.  Elementals shrink when they are hit by powerful strikes. Water Elementals summoned in cold climates will be composed of ice. Ice Elementals are stronger but slower than Water Elementals.	
639	Call Kraken	0	3	2	3	-1	0	1257	1	0	0	3	0	Summons a huge octopoid beast to serve its caller. The beast is aquatic and cannot leave the sea.	
640	Summon Yetis	0	3	2	2	1	1	1258	1003	0	0	15	0	The caster summons a group of Yeti from the mountains. The Yeti is a huge ape-like monster of the mountain glaciers. Yetis are gifted with magical strength and are always surrounded by by icy winds.	
641	Summon Earthpower	0	3	3	2	-1	0	1259	1	0	20	0	0	The Earth will lend its endurance to the mage. All Earth spells will be less demanding to cast (Earth magic bonus: 1) and the mage will be constantly invigorated by the Earth's power.	
642	Summon Lesser Earth Elemental	0	3	3	1	-1	0	1260	1	0	0	1	0	The caster summons a Lesser Earth Elemental to aid him in battle. Earth Elementals are robust and regenerate damage. They can trample enemies or strike with mighty fists. Elementals shrink when they are hit by powerful strikes.	
643	Power of the Spheres	0	3	4	1	-1	0	1261	1	0	0	1	0	This spell makes the caster more powerful in all paths of magic (magic bonus: 1).	
644	Dark Knowledge	0	3	5	1	-1	0	1262	1	0	0	4	0	The caster summons a spirit of the Underworld and coerces it to reveal knowledge of sites of Death in a distant province. The spell can not be used to find magic in enemy provinces.	
645	Revive Wights	0	3	5	2	-1	0	1263	4	0	0	20	0	With this ritual, the necromancer revives a small group of Wights and binds them to serve. Wights are armed with horrible Bane Blades that cause mortal flesh to decay and shrivel.	
646	Revive Bane	0	3	5	2	-1	0	1264	1	0	0	7	0	With this ritual, the necromancer revives a Bane and binds him to service. The Bane is armed with a Bane Blade. Banes are the generals of the Underworld and are able to lead large numbers of undead.	
647	Sloth of Bears	0	3	6	2	-1	0	1265	2006	0	0	10	0	The caster summons a sloth of Great Bears and binds them to service.	
648	Pride of Lions	0	3	6	2	-1	0	1266	2006	0	0	10	0	The caster summons a pride of Great Lions and binds them to his service.	
649	Ambush of Tigers	0	3	6	2	-1	0	1267	2006	0	0	10	0	The caster summons an ambush of Tigers and binds them to service.	
650	Summon Bog Beasts	0	3	6	2	2	2	1268	1003	0	0	8	0	The mage summons and binds three Bog Beasts. Bog Beasts are large poison-spitting creatures surrounded by the noxious fumes they breathe.	
651	Awaken Vine Men	0	3	6	1	-1	0	1269	3	0	0	1	0	The mage awakens some Vine Men and persuades them to serve him. Vine Men are masses of roots, vines and moss in the general form of a humanoid. Vine Men will return to their slumbering state if left without commanders on the battlefield.	
652	Call of the Wild	0	3	6	4	-1	0	1270	30	0	0	15	0	Summons a werewolf and a large pack of wolves in a distant forest. The werewolf is under the command of its summoner. This spell is most effective when a forest province is targeted.	
653	Summon Sea Lions	0	3	6	2	2	1	1271	2006	0	0	15	0	Life underneath the waves corresponds in many ways to that on dry land. The Sea Lion is a great aquatic lion with a fish tail instead of hind quarters. It is a ferocious predator.	
654	Summon Fire Drake	0	4	0	2	-1	0	1272	1	0	0	7	0	The caster summons a Fire Drake and binds it to his service. The Fire Drake is a huge and scaly beast, able to breathe fire like a dragon.	
655	Summon Wyverns	0	4	1	2	-1	0	1273	2	0	0	5	0	The caster summons two wyverns and binds them to his service. The wyvern is a large, scaly beast with leathery wings and a poison stinger.	
656	Summon Gryphons	0	4	1	2	-1	0	1274	1003	0	0	10	0	The caster summons and takes control of a convocation of gryphons. The Gryphon is a mythical beast, part lion, part eagle. It nests in remote mountains and reputedly collects gems to attract a mate.	
657	School of Sharks	0	4	2	2	-1	0	1275	2006	0	0	1	0	The caster attracts several small sharks and makes them attack the enemies. Sharks are very stupid and not entirely reliable. Powerful mages can attract large numbers of sharks.	
658	Voice of Apsu	0	4	2	2	-1	0	1276	1	0	0	2	0	The caster conjures the dreams of Apsu, the Fresh Water Underneath. He has knowledge of all sweet water. The voice of his dreams, when rightly interpreted, reveals sites of Water power located above the surface. The dreams will find their way to everyone living in the targeted province and the magical sites will no longer be hidden.	
659	Summon Ice Drake	0	4	2	2	-1	0	1277	1	0	0	7	0	The caster summons an Ice Drake and binds it to his service. The Ice Drake is a huge and scaly beast, able to breathe bolts of frost.	
660	Summon Sea Serpent	0	4	2	2	-1	0	1278	1	0	0	5	0	The caster summons a Sea Serpent and binds it to his service. The Serpent is a huge and scaly beast with a deadly bite. It cannot leave the sea.	
661	Summon Cave Drake	0	4	3	2	-1	0	1279	1	0	0	5	0	The caster summons a Cave Drake and binds it to his service. The Cave Drake is a huge beast with incredibly thick scales.	
662	Light of the Northern Star	0	4	4	3	-1	0	1280	1	0	0	2	0	This spell makes all wizards on the battlefield more powerful in Astral magic (Astral magic bonus: 1).	
663	Summon Shade Beasts	0	4	5	3	-1	0	1281	3006	0	0	15	0	The caster summons several Shade Beasts to serve him. Shade Beasts are black hounds with bared skulls. They are ethereal, but are not as powerful as Spectres or Wights.	
664	Summon Lammashtas	0	4	5	2	-1	0	1282	2	0	0	1	0	The caster summons two Lammashtas to the battle. A Lammashta is a horrific angelic being that serves the Lord of the Underworld. Ethereal and capable of flight, these female entities wield Wraith Swords, which drain the life from those wounded by their blades. They do not serve the caster but rather the Lord of the Underworld. They will probably not attack the caster at the start of the battle.	
